run_num,max_feat,min_df,max_df,ngram_range,n_components,random_state,top_terms,coherence_type,num_features,coherence,perplexity,cohe_folds,perp_folds
14,5000,25,0.9,"(1, 2)",9,,10,u_mass,5000,-1.1975129037037209,1304.2736868334991,"[(-1.1744270460679453, [-2.241147393536695, -0.3050544912208139, -1.526525658769631, -1.1322341101224969, -1.3943755804059177, -0.983389666298219, -1.0926033548747232, -1.0804153894884687, -0.8140977698945425]), (-1.2140503582937954, [-1.793867887654935, -1.0593774989958993, -1.4341940312332433, -1.5405480465092654, -0.8140977698945425, -0.3050544912208139, -1.9087647666677727, -1.0038902005482229, -1.0666585319194632]), (-1.2865816091843998, [-1.5800953077850841, -1.0450094419986757, -0.3233979268871517, -2.117969379692731, -0.8055360450214258, -1.2677436675118015, -1.0258015990621312, -2.2646851103229997, -1.1489960043775986]), (-1.1654789648777697, [-1.2009725075202506, -1.87251903210669, -1.557348581417687, -0.9310652526741577, -1.6820042705455007, -0.8140977698945425, -1.1102613829373154, -0.9976439599166316, -0.3233979268871517]), (-1.1470265400946937, [-0.8140977698945425, -1.2474478164013687, -0.3047291853409949, -1.2799770543406894, -0.9785060463391548, -1.0180020403664725, -1.5787186107795732, -1.658765083018982, -1.4429952543704645])]","[1287.0632598019736, 1296.7790339723435, 1320.8375483898055, 1285.8243870534939, 1330.8642049498785]"
14,5000,25,0.9,"(1, 2)",12,,10,u_mass,5000,-1.4198214311149653,1298.0523743400822,"[(-1.384546645438304, [-2.6049319573377785, -1.7765565949456763, -0.8140977698945425, -1.0278786351108333, -1.4512222297996016, -1.1555824313626935, -0.3233979268871517, -1.5152912501615075, -1.0839940351855648, -1.6809165893032751, -1.7665549742129434, -1.4141353510580834]), (-1.421517599723214, [-0.8140977698945425, -1.7072273280197405, -1.8423307170605066, -1.3689095293470843, -1.912189571436881, -0.9788020130286523, -1.0172495353053606, -0.3233979268871517, -1.8013384942002824, -1.7971317337157175, -1.6322137940873382, -1.863322783695309]), (-1.4812948626129805, [-1.1204266944989003, -1.9041251583212726, -2.4748830345478052, -1.5767159070552215, -1.1312429148319103, -0.3233979268871517, -1.5311165323957627, -2.0705109299845152, -1.2477492166922797, -0.7745977011160738, -1.531042003788601, -2.0897303312362743]), (-1.350261416967, [-1.4125513523443989, -1.095633105536255, -1.9896098759894376, -0.3050544912208139, -1.286785552323753, -1.4972033385949268, -1.526723338926477, -0.7995573113961383, -1.7126340957716597, -1.9929069751589767, -1.4976390341454506, -1.0868385321957132]), (-1.4614866308333279, [-0.3233979268871517, -2.283574301886821, -1.433313904483865, -1.0897472261383663, -1.7296885918763332, -1.4247532112019659, -0.7690371571617716, -1.306173440058416, -1.401972488825142, -1.8800937868606877, -1.9298332397740479, -1.9662542948453665])]","[1286.5649077487979, 1286.6384919408097, 1298.3766360726927, 1297.8771585522757, 1320.804677385836]"
14,5000,25,0.9,"(1, 2)",15,,10,u_mass,5000,-1.4961164119816226,1299.254878797859,"[(-1.490835074721379, [-1.0074263228220792, -0.7564872290742424, -0.2167460892582435, -2.134580838655111, -1.5624799639880653, -1.4100183693289308, -1.2109371584531938, -1.4839867526529638, -2.2082324710808297, -2.1924281887428276, -1.9307616623636055, -1.3778464722104806, -2.085806357675223, -1.8030744905249878, -0.9817137539898979]), (-1.532118576343192, [-0.2163870687343024, -1.6129972313506982, -1.7945337958698955, -0.7995573113961383, -1.8748131765596736, -1.9698700713759236, -1.1155597537965773, -2.511328874577954, -1.3474506048820227, -1.6489298442576308, -1.2889671516285532, -2.236499297519029, -1.7105180870372647, -1.3052225849872094, -1.5491437911750043]), (-1.5721881024488285, [-1.562129314435052, -2.1624351531840738, -1.9492872192685708, -1.5436973608442992, -1.937226068149334, -1.203082903919956, -0.2167460892582435, -1.0198275569971071, -1.413521470034496, -2.9455743155800707, -1.1882509785145638, -1.8103417292957025, -2.8004410074255808, -0.8497774404617902, -0.980482929363588]), (-1.4124943766098963, [-1.5570210451988815, -1.4750931848715376, -1.2886206585538014, -1.759864747013776, -1.7846793725837864, -0.3050544912208139, -1.0759746246593411, -1.3866297870721567, -2.040152567987921, -2.538477908031857, -1.3349666663404582, -0.7564872290742424, -1.444138720218985, -1.3132662170876275, -1.126988429233262]), (-1.472945929784818, [-0.2167035228943795, -1.3101360708686192, -2.3371177122829043, -1.036488559602983, -1.1131073862643581, -1.47643725575871, -1.561741917953289, -2.031055040000638, -0.9830434026201849, -1.750152664726709, -0.8055360450214258, -1.4790833000762584, -2.026567305232064, -2.661895019424093, -1.3051237440456531])]","[1275.8702950754018, 1305.678944653967, 1320.251812309029, 1283.8838912354706, 1310.5894507154267]"
14,5000,25,0.9,"(1, 2)",18,,10,u_mass,5000,-1.4339112912946723,1298.705310729055,"[(-1.3778250471933102, [-0.39792230546375595, -1.5220128476699895, -1.8522213838381627, -2.2663532461767826, -2.245609144470964, -1.4969126485406432, -1.7001574594119389, -0.3059278486865915, -1.1035685993776836, -1.7175402987525752, -1.2842192923620697, -1.5725585129366477, -0.9990886124898498, -1.5927535594458329, -1.7289034396776262, -0.9540303230096007, -0.6918068084463651, -1.3692645187225068]), (-1.581672957708791, [-2.7960205064178156, -1.2808892227939666, -1.6943467889792003, -1.577924219959467, -0.9729421940611938, -1.7805967968929395, -3.7462052178822116, -1.1606220227935022, -1.9978665256259107, -1.1690940422859502, -1.853193469737908, -1.2837059624924103, -2.3719926567328815, -0.21617591676992481, -0.733243223308053, -1.4133527342331513, -1.3417264602425407, -1.0802152775492095]), (-1.518974422018764, [-1.1328693766884281, -1.39112972931175, -1.486939968400497, -1.4437243450663597, -1.9339601455606612, -1.4599892108421366, -1.3282556888061217, -1.4092392202655073, -2.308054416890618, -2.1430744531606445, -1.2431137108496237, -1.6159802031494233, -1.2707696487763969, -0.7854515283883979, -1.6970804812352882, -0.14284035704052125, -3.350132143261647, -1.1989349686437303]), (-1.44063975638695, [-1.852837837562445, -1.0940262825873344, -1.4944777907414744, -1.6393702262010177, -0.8578760093708634, -0.7995573113961383, -1.5469413536205485, -2.012679245782477, -1.7448845799694004, -1.5387663620030902, -1.227216112667225, -1.0863665173650219, -1.9048439232572116, -1.8463517714502933, -0.3233979268871517, -2.148277712769896, -1.2555674871288167, -1.5580771642046933]), (-1.2504442731655458, [-1.4888727317320274, -0.3979401556720645, -1.1269936037642778, -1.1886849822533954, -1.1614211289047562, -1.66266486391795, -1.2390488807442175, -1.419096702442988, -2.037821482845124, -1.05186159734182, -1.0084932504184347, -1.77312685216802, -1.3332943793362257, -0.2986273317096551, -0.6683747548917691, -1.9931199614498092, -1.6681347301788314, -0.9904195272084556])]","[1304.1514063341901, 1301.3559850856136, 1305.0623007412307, 1282.2721375919546, 1300.6847238922865]"
14,5000,25,0.9,"(1, 2)",24,,10,u_mass,5000,-1.6410741764942594,1320.3941801894048,"[(-1.6395126795231854, [-1.0656115269116908, -0.21567425948694532, -1.2886367481679306, -0.6597954684456002, -1.911559884055232, -1.7987863521163923, -2.724231099653593, -1.953465626366606, -1.5363016101552944, -1.7092334399571345, -1.8000366182051695, -1.068590726764101, -1.3596218482498292, -2.0273434681303493, -2.5755327924993736, -1.263563486093816, -1.9478960690852878, -2.436520834827646, -0.9538315250842596, -2.09801545071392, -1.522085080852626, -2.7165634078186875, -1.9339601455606612, -0.7814468393543066]), (-1.7075716681950766, [-1.8644702364939945, -1.9498959075696687, -1.5789285732760858, -1.893299663692974, -3.027301397739212, -1.1656988514659254, -2.203832304977909, -0.3050544912208139, -2.5100157165510035, -1.6416037373117927, -1.8326222008060944, -1.0171978166953979, -1.9919812642720514, -1.2587817268384036, -1.0902611783044935, -1.8183758703056494, -1.525542966106079, -3.4087437836302064, -1.4354187222395427, -1.6762355787313266, -1.3704095982549407, -1.9848093770160349, -1.6747518441079912, -0.7564872290742424]), (-1.587440126589662, [-2.1902442833140574, -1.152008172367838, -0.3050544912208139, -1.4484507121120085, -2.2599043444049256, -1.7445036037489285, -2.1103894149481714, -1.7385822055978748, -1.6843970503466852, -1.080758827906898, -1.2780477631153238, -2.546576501674358, -1.503409320509634, -1.5222016767874937, -0.47856114977444214, -1.1901561197711374, -1.4628898956157526, -1.063769738011452, -1.7402836992145312, -3.6285000199595117, -1.1219913906125762, -1.2667526797367767, -1.6082915763713455, -1.9728384010293496]), (-1.6519268205172992, [-0.2167460892582435, -1.5860120677806668, -0.9209879552748234, -2.3835363302895716, -1.9505527553559978, -1.1923714628573734, -2.7277608382957172, -2.9295576783301764, -2.1569409477508543, -1.7299493194532576, -1.4082268341060813, -1.8056123408904834, -1.601823857902789, -1.334114200763674, -1.5640512114127993, -1.8592593846463283, -1.1824960692565536, -0.8113286862689442, -2.7428085301934804, -1.5161758128425387, -1.649504894596426, -1.1592485351534907, -1.2712767832684286, -1.9459011064664877]), (-1.618919587646073, [-1.9288912352067056, -1.6678965891533541, -1.3365226663835994, -1.0832564399784297, -1.2588575137169684, -1.3568332015358113, -0.8055360450214258, -1.3435871442940424, -1.6896552047279825, -2.1356336027895564, -1.7004788976916776, -2.1058412798478736, -2.680585421115368, -1.217614841798081, -1.2886426511470812, -1.637028776932221, -1.9094369112322864, -1.2226234434121523, -0.2167837917645503, -2.3955073574131536, -1.999684718167773, -1.8792214225284192, -2.0221254963507467, -1.9718254512964857])]","[1327.578262854572, 1314.1374781859504, 1318.362096020074, 1297.7410503862222, 1344.1520135002052]"
14,5000,25,0.9,"(1, 2)",30,,10,u_mass,5000,-1.601395834610957,1341.5610168042772,"[(-1.6562251638225798, [-1.9378546685934914, -1.3856398099632419, -1.4301518563922078, -1.8497771345359648, -1.316114420723829, -1.3624877874504995, -1.9845868526531723, -1.084286301075286, -1.8123065250602506, -2.410356216451263, -2.3509037023630723, -2.8670528424560695, -1.6879904087239153, -2.210524589349886, -0.9918160390661858, -1.0479202597217399, -1.6102194914945605, -2.7585647294037163, -2.4219677986650607, -1.0545505937775135, -0.8055360450214258, -1.5809945690271292, -1.7336312682540242, -1.707063782558435, -1.6001871415284739, -0.3163131942946205, -1.8871394938427744, -2.6833406507863518, -1.6311942943781796, -0.1662824470650578]), (-1.5643665678326737, [-1.7600629424397134, -1.4765603926937423, -1.2356755732294409, -1.940377810118009, -1.5330652345869153, -2.0674484212503352, -0.9647984134582706, -1.3743001477541874, -2.0244879071059905, -1.1975216954700054, -2.3336698773243847, -1.6826423859008628, -1.3265767547133502, -1.5931896616370183, -2.1017517401450863, -1.454526415677388, -1.6152939450803165, -2.5590062765298347, -1.0897871880085903, -1.4225347551112213, -2.4725345402179193, -2.1519559530761607, -0.28550714034926833, -1.9657341273236237, -1.7896540226729176, -0.39792230546375595, -0.7279694436887018, -1.8133447765877617, -1.0288810521918994, -1.544216135173537]), (-1.5712100624173817, [-2.2511493513484497, -1.1567865765460323, -1.8558603259595088, -1.0693771432383146, -1.9113471622379796, -1.9250945983808387, -1.1252794801340713, -1.609694221645971, -1.947153700861918, -1.589124736321182, -1.5197492017462702, -2.2346032790546797, -1.4907101616173661, -1.346800368763067, -2.5373952027428004, -1.1080882930037002, -0.30521181240895034, -0.6325814072842776, -1.84201714618087, -1.477482094326975, -2.1291794121028618, -2.0972916679970353, -2.0189720152110002, -0.3023745945207901, -1.0630597670455475, -2.0403502831852474, -0.7469384819055274, -2.2506211482080056, -2.040541714328472, -1.5114665242137462]), (-1.601623957421006, [-1.2331646637445703, -1.3364050400986558, -1.689343161221712, -1.9550642080656457, -2.475262337858486, -0.7814468393543066, -2.8182697427056955, -1.5757241694616757, -1.6946838289874222, -2.263499555011083, -1.9106651391934317, -2.2818028415570093, -1.7621933431567802, -1.207057669063765, -2.4303191360780074, -1.327542244585206, -1.5178753622302819, -0.7229239737424886, -1.2885655330350034, -0.21692964849404742, -1.7738303058259706, -1.1010470018014504, -2.105806481981882, -1.4113540554406085, -1.612557973750783, -1.1283615533662479, -1.444087014822377, -1.3181776086550654, -1.91776836972957, -1.7469899196109633]), (-1.6135534215611422, [-1.188134010892857, -1.9421548114540674, -0.21688020644255981, -1.5502064835664056, -1.823417329407499, -1.439968944013457, -1.569264351533742, -0.7264388857969416, -0.7564872290742424, -1.9423153660294676, -1.9230757940380576, -2.1335772385014495, -1.6500582745192889, -1.2575912851804196, -1.7917835056688596, -1.427678806950353, -1.8735627752143595, -2.242350980008181, -1.6106789886339095, -1.0651644015997468, -1.5552367190004683, -2.4413741892045047, -2.5205068356147473, -2.7296829455275184, -1.7123012856374353, -1.1815728025947778, -1.117606426977933, -1.7161557692607863, -1.904436847563441, -1.396939156926784])]","[1368.5528986378704, 1347.7813829284482, 1337.185445692534, 1314.1244788760448, 1340.160877886488]"
15,5000,25,0.9,"(1, 2)",3,,10,u_mass,5000,-1.0693394123567483,1429.3880340147414,"[(-1.097016955657274, [-1.1055430232210042, -1.144550793342762, -1.040957050408055]), (-1.061771232849422, [-1.1632558460666662, -1.0603775600912648, -0.961680292390335]), (-1.1093883612335624, [-1.341367298562703, -0.9935674405330525, -0.9932303446049324]), (-1.0515419463345321, [-1.2203029574183488, -0.9819000638977946, -0.9524228176874528]), (-1.0269785657089512, [-1.0482776848670747, -0.9746302118522127, -1.0580278004075665])]","[1354.5616276380467, 1364.0183055459604, 1470.5580761182487, 1399.054670832139, 1558.7474899393121]"
16,20000,25,0.9,"(1, 2)",3,,10,u_mass,20000,-1.013690664138939,3282.253728568663,"[(-1.0318561694533246, [-1.0431812180667277, -1.1309810294150116, -0.921406260878235]), (-1.08248951394214, [-0.9869501931389218, -1.3470203701306203, -0.9134979785568783]), (-0.9821839378085987, [-1.0519991322186069, -1.036213515872282, -0.858339165334907]), (-1.0410580814415555, [-1.0127861224634516, -0.9854887662688688, -1.1248993555923466]), (-0.9308656180490761, [-1.1691766694588281, -0.6269864787875343, -0.9964337059008658])]","[3171.9845278735806, 3207.001307501684, 3306.730434398419, 3198.306394871857, 3527.245978197773]"
16,20000,25,0.9,"(1, 2)",6,,10,u_mass,20000,-1.0912398681279785,3169.98920935357,"[(-1.1021561678217102, [-1.7509887469065906, -0.30433845494317274, -1.5835405355147265, -1.0611195845842913, -0.808119036269255, -1.1048306487122264]), (-1.3008213144473566, [-1.2171403465806319, -1.7074063865351523, -0.9524228176874528, -1.4928303051165377, -1.3959268301991654, -1.0392012005651992]), (-1.0450238267676806, [-0.8140977698945425, -1.2502826804936575, -0.3233979268871517, -1.3321453370751581, -1.0934867300016538, -1.45673251625392]), (-1.036045326377362, [-1.4769322497737667, -0.3233979268871517, -1.2544643307585173, -1.1871395182684454, -1.1602401626817478, -0.8140977698945425]), (-0.9721527052257827, [-0.8437987068365025, -0.3050544912208139, -1.399036376739899, -1.1321280940503577, -1.034577984843928, -1.1183205776631953])]","[3126.8089605241985, 3197.3500462509924, 3134.902420065171, 3109.9774643422143, 3280.907155585275]"
17,20000,25,0.9,"(1, 2)",9,,10,u_mass,20000,-1.2239986934431093,3181.301531047274,"[(-1.2182234792281599, [-1.0216238266896096, -0.8140977698945425, -1.0793713463831247, -1.5889925857409966, -0.3233979268871517, -1.8742634196755397, -1.435226480816281, -1.0157536523884274, -1.8112843045777658]), (-1.2457243561467033, [-1.7663439403724124, -0.3233979268871517, -1.0906995656083411, -1.980289293994059, -1.153811932667246, -1.051530904513215, -1.6968882304996213, -0.8140977698945425, -1.3344596408837421]), (-1.3563794154217836, [-1.926123116045576, -1.9666895135221598, -0.8140977698945425, -1.2460151964942383, -0.3050544912208139, -2.0705109299845152, -1.117637299572041, -1.774258557346817, -0.9870278647153471]), (-1.1645820736787351, [-1.385087226310537, -1.4066878715265132, -1.730295878840368, -1.2340458025359162, -0.9533096607778023, -0.8140977698945425, -1.5818137446269585, -0.3233979268871517, -1.0525027817088275]), (-1.1350841427401646, [-1.2842825476527515, -1.3345281187906068, -1.1002173100994757, -1.2895851259446243, -0.3544022437259163, -1.0607513359348955, -1.4324706988701479, -1.5454221337485194, -0.8140977698945425])]","[3145.4199084190136, 3221.5019821161545, 3173.530241234088, 3067.7583966444795, 3298.2971268226333]"
